Fecha,Magnitud,Epicentro,Periodo,Mes,Mes_num,Entidad,Magnitud_cats
1974-12-28,4.6,"119 km al ESTE de CACAHOATAN, CHIS",1974,dic,12,CHIS,4 a 4.9
1974-12-29,4.2,"19 km al OESTE de VICENTE GUERRERO, BC",1974,dic,12,BC,4 a 4.9
1974-12-30,4,"46 km al OESTE de LAZARO CARDENAS, BC",1974,dic,12,BC,4 a 4.9
1974-12-31,5.4,"64 km al SURESTE de CD HIDALGO, CHIS",1974,dic,12,CHIS,5 a 5.9
1974-12-31,6.1,"70 km al SURESTE de CD HIDALGO, CHIS",1974,dic,12,CHIS,6 a 6.9
1974-12-31,4.9,"58 km al SURESTE de CD HIDALGO, CHIS",1974,dic,12,CHIS,4 a 4.9
1974-12-31,4.3,"156 km al SURESTE de CD HIDALGO, CHIS",1974,dic,12,CHIS,4 a 4.9
1975-01-01,4,"169 km al SUR de CD HIDALGO, CHIS",1975,ene,1,CHIS,4 a 4.9
1975-01-01,5,"55 km al SUR de CD HIDALGO, CHIS",1975,ene,1,CHIS,5 a 5.9
1975-01-01,4.4,"61 km al SURESTE de CD HIDALGO, CHIS",1975,ene,1,CHIS,4 a 4.9
1975-01-03,4.9,"39 km al NOROESTE de LA MIRA, MICH",1975,ene,1,MICH,4 a 4.9
1975-01-07,4.5,"77 km al SUROESTE de TONALA, CHIS",1975,ene,1,CHIS,4 a 4.9
1975-01-09,4.6,"77 km al SUR de CD HIDALGO, CHIS",1975,ene,1,CHIS,4 a 4.9
1975-01-09,4.4,"162 km al SUR de CD HIDALGO, CHIS",1975,ene,1,CHIS,4 a 4.9
1975-01-11,4.6,"77 km al ESTE de CD HIDALGO, CHIS",1975,ene,1,CHIS,4 a 4.9
1975-01-12,5.1,"92 km al NOROESTE de TIJUANA, BC",1975,ene,1,BC,5 a 5.9
1975-01-20,4.4,"31 km al SUR de CD HIDALGO, CHIS",1975,ene,1,CHIS,4 a 4.9
1975-01-23,4.3,"30 km al NORTE de MEXICALI, BC",1975,ene,1,BC,4 a 4.9
1975-01-23,4.2,"28 km al NORTE de MEXICALI, BC",1975,ene,1,BC,4 a 4.9
1975-01-23,4.6,"30 km al NORTE de MEXICALI, BC",1975,ene,1,BC,4 a 4.9
1975-01-23,4.3,"30 km al NORTE de MEXICALI, BC",1975,ene,1,BC,4 a 4.9
1975-01-23,4.2,"30 km al NORTE de MEXICALI, BC",1975,ene,1,BC,4 a 4.9
1975-01-23,4.3,"29 km al NORTE de MEXICALI, BC",1975,ene,1,BC,4 a 4.9
1975-01-23,4,"32 km al NORTE de MEXICALI, BC",1975,ene,1,BC,4 a 4.9
1975-01-23,4,"55 km al NOROESTE de SANTA ISABEL, BC",1975,ene,1,BC,4 a 4.9
1975-01-23,4.5,"31 km al NORTE de MEXICALI, BC",1975,ene,1,BC,4 a 4.9
1975-01-23,4.9,"33 km al NORTE de MEXICALI, BC",1975,ene,1,BC,4 a 4.9
1975-01-23,4,"26 km al NORTE de MEXICALI, BC",1975,ene,1,BC,4 a 4.9
1975-01-23,4,"37 km al NORTE de MEXICALI, BC",1975,ene,1,BC,4 a 4.9
1975-01-24,4,"26 km al NORTE de MEXICALI, BC",1975,ene,1,BC,4 a 4.9
1975-01-25,4.6,"32 km al NORTE de MEXICALI, BC",1975,ene,1,BC,4 a 4.9
1975-01-25,4.1,"32 km al NORTE de MEXICALI, BC",1975,ene,1,BC,4 a 4.9
1975-01-25,4.2,"34 km al NORTE de MEXICALI, BC",1975,ene,1,BC,4 a 4.9
1975-01-31,5.1,"392 km al SUROESTE de LA MIRA, MICH",1975,ene,1,MICH,5 a 5.9
1975-01-31,4.5,"391 km al SUROESTE de LA MIRA, MICH",1975,ene,1,MICH,4 a 4.9
1975-02-01,4.3,"27 km al SUR de VENUSTIANO CARRANZA, CHIS",1975,feb,2,CHIS,4 a 4.9
1975-02-02,5.4,"37 km al ESTE de FRONTERA COMALAPA, CHIS",1975,feb,2,CHIS,5 a 5.9
1975-02-03,4.2,"97 km al SUROESTE de OMETEPEC, GRO",1975,feb,2,GRO,4 a 4.9
1975-02-09,4.6,"425 km al SURESTE de CD HIDALGO, CHIS",1975,feb,2,CHIS,4 a 4.9
1975-02-13,4.8,"24 km al SUROESTE de CHILPANCINGO, GRO",1975,feb,2,GRO,4 a 4.9
1975-02-13,4.6,"84 km al SUROESTE de MAPASTEPEC, CHIS",1975,feb,2,CHIS,4 a 4.9
1975-02-19,4.6,"113 km al ESTE de CD HIDALGO, CHIS",1975,feb,2,CHIS,4 a 4.9
1975-02-21,5.3,"12 km al SURESTE de TECPAN, GRO",1975,feb,2,GRO,5 a 5.9
1975-02-24,4.6,"28 km al NORESTE de CD HIDALGO, CHIS",1975,feb,2,CHIS,4 a 4.9
1975-03-03,4.6,"29 km al ESTE de PETATLAN, GRO",1975,mar,3,GRO,4 a 4.9
1975-03-06,4.6,"391 km al SUR de CABO SAN LUCAS, BCS",1975,mar,3,BCS,4 a 4.9
1975-03-07,4.4,"191 km al SUROESTE de PIJIJIAPAN, CHIS",1975,mar,3,CHIS,4 a 4.9
1975-03-09,4.5,"90 km al SUROESTE de AHOME, SIN",1975,mar,3,SIN,4 a 4.9
1975-03-13,4.4,"37 km al NORESTE de ATOYAC DE ALVAREZ, GRO",1975,mar,3,GRO,4 a 4.9
1975-03-13,4.4,"28 km al OESTE de PINOTEPA NACIONAL, OAX",1975,mar,3,OAX,4 a 4.9
1975-03-13,5.2,"281 km al SURESTE de CHETUMAL, QR",1975,mar,3,QR,5 a 5.9
1975-03-14,5.5,"14 km al ESTE de TONALA, CHIS",1975,mar,3,CHIS,5 a 5.9
1975-03-21,4.1,"58 km al NORESTE de TECATE, BC",1975,mar,3,BC,4 a 4.9
1975-03-24,4.9,"189 km al SURESTE de CD HIDALGO, CHIS",1975,mar,3,CHIS,4 a 4.9
1975-03-24,4.5,"146 km al ESTE de CACAHOATAN, CHIS",1975,mar,3,CHIS,4 a 4.9
1975-03-24,4.6,"362 km al SURESTE de CD HIDALGO, CHIS",1975,mar,3,CHIS,4 a 4.9
1975-03-24,5.3,"190 km al SURESTE de CD HIDALGO, CHIS",1975,mar,3,CHIS,5 a 5.9
1975-04-04,4.2,"15 km al SURESTE de CD HIDALGO, CHIS",1975,abr,4,CHIS,4 a 4.9
1975-04-13,4.5,"19 km al NOROESTE de VICENTE GUERRERO, BC",1975,abr,4,BC,4 a 4.9
1975-04-13,4.1,"67 km al NORTE de SANTA ROSALIA, BCS",1975,abr,4,BCS,4 a 4.9
1975-04-14,4.3,"238 km al SURESTE de CD HIDALGO, CHIS",1975,abr,4,CHIS,4 a 4.9
1975-04-23,6,"62 km al SUROESTE de OMETEPEC, GRO",1975,abr,4,GRO,6 a 6.9
1975-04-23,5.1,"68 km al SUROESTE de OMETEPEC, GRO",1975,abr,4,GRO,5 a 5.9
1975-04-23,4.3,"156 km al SUROESTE de PINOTEPA NACIONAL, OAX",1975,abr,4,OAX,4 a 4.9
1975-04-23,4.6,"108 km al SUR de CD HIDALGO, CHIS",1975,abr,4,CHIS,4 a 4.9
1975-04-23,4.6,"110 km al SUROESTE de OMETEPEC, GRO",1975,abr,4,GRO,4 a 4.9
1975-04-24,4.9,"64 km al SUROESTE de PINOTEPA NACIONAL, OAX",1975,abr,4,OAX,4 a 4.9
1975-04-24,4.5,"87 km al SUROESTE de PINOTEPA NACIONAL, OAX",1975,abr,4,OAX,4 a 4.9
1975-04-24,4.5,"132 km al SUROESTE de PINOTEPA NACIONAL, OAX",1975,abr,4,OAX,4 a 4.9
1975-04-24,4.5,"65 km al SUROESTE de PINOTEPA NACIONAL, OAX",1975,abr,4,OAX,4 a 4.9
1975-04-27,4.8,"43 km al SURESTE de GPE VICTORIA(KM.43), BC",1975,abr,4,BC,4 a 4.9
1975-04-30,4.4,"122 km al SUROESTE de PINOTEPA NACIONAL, OAX",1975,abr,4,OAX,4 a 4.9
1975-04-30,4.3,"19 km al ESTE de CHILAPA DE ALVAREZ, GRO",1975,abr,4,GRO,4 a 4.9
1975-05-01,4.4,"171 km al SURESTE de CD HIDALGO, CHIS",1975,may,5,CHIS,4 a 4.9
1975-05-02,4.7,"170 km al SUROESTE de PINOTEPA NACIONAL, OAX",1975,may,5,OAX,4 a 4.9
1975-05-03,4.3,"64 km al NORESTE de SAN JOSE DEL CABO, BCS",1975,may,5,BCS,4 a 4.9
1975-05-03,4.6,"111 km al SUROESTE de NAVOLATO, SIN",1975,may,5,SIN,4 a 4.9
1975-05-03,4.5,"73 km al SURESTE de SAN MARCOS, GRO",1975,may,5,GRO,4 a 4.9
1975-05-04,4.3,"43 km al NORTE de TECPAN, GRO",1975,may,5,GRO,4 a 4.9
1975-05-16,4.5,"89 km al SURESTE de SALINA CRUZ, OAX",1975,may,5,OAX,4 a 4.9
1975-05-21,4.6,"290 km al SURESTE de CD HIDALGO, CHIS",1975,may,5,CHIS,4 a 4.9
1975-06-04,4.1,"40 km al SURESTE de TEPALCATEPEC, MICH",1975,jun,6,MICH,4 a 4.9
1975-06-07,4,"50 km al SUROESTE de CD HIDALGO, CHIS",1975,jun,6,CHIS,4 a 4.9
1975-06-13,5.2,"151 km al SUROESTE de LA CRUZ, SIN",1975,jun,6,SIN,5 a 5.9
1975-06-13,4.8,"166 km al ESTE de SAN JOSE DEL CABO, BCS",1975,jun,6,BCS,4 a 4.9
1975-06-19,5,"336 km al SURESTE de CD HIDALGO, CHIS",1975,jun,6,CHIS,5 a 5.9
1975-06-19,4.3,"11 km al NORESTE de MEXICALI, BC",1975,jun,6,BC,4 a 4.9
1975-06-19,4.3,"12 km al NORESTE de MEXICALI, BC",1975,jun,6,BC,4 a 4.9
1975-06-20,4.3,"13 km al NORESTE de MEXICALI, BC",1975,jun,6,BC,4 a 4.9
1975-06-20,4,"9 km al NORESTE de MEXICALI, BC",1975,jun,6,BC,4 a 4.9
1975-06-24,4.8,"49 km al OESTE de CASIMIRO CASTILLO, JAL",1975,jun,6,JAL,4 a 4.9
1975-06-25,4.8,"68 km al SURESTE de SALINA CRUZ, OAX",1975,jun,6,OAX,4 a 4.9
1975-06-25,4.9,"282 km al SUROESTE de CIHUATLAN, JAL",1975,jun,6,JAL,4 a 4.9
1975-06-26,4.8,"167 km al SURESTE de CD HIDALGO, CHIS",1975,jun,6,CHIS,4 a 4.9
1975-06-30,5.1,"70 km al SUROESTE de LA MIRA, MICH",1975,jun,6,MICH,5 a 5.9
1975-06-30,4,"29 km al SURESTE de TLACOLULA, OAX",1975,jun,6,OAX,4 a 4.9
1975-07-01,4.8,"44 km al NOROESTE de LA MIRA, MICH",1975,jul,7,MICH,4 a 4.9
1975-07-02,4.7,"53 km al SUROESTE de PINOTEPA NACIONAL, OAX",1975,jul,7,OAX,4 a 4.9
1975-07-08,6.5,"160 km al NORESTE de GUERRERO NEGRO, BCS",1975,jul,7,BCS,6 a 6.9
1975-07-12,4.4,"116 km al SUROESTE de HUIXTLA, CHIS",1975,jul,7,CHIS,4 a 4.9
1975-07-17,4.5,"349 km al SURESTE de CD HIDALGO, CHIS",1975,jul,7,CHIS,4 a 4.9
1975-07-17,4.9,"74 km al ESTE de RODOLFO SANCHEZ T(MRO), BC",1975,jul,7,BC,4 a 4.9
1975-07-21,4.5,"15 km al NORESTE de CD ALTAMIRANO, GRO",1975,jul,7,GRO,4 a 4.9
1975-07-24,4.2,"86 km al SUROESTE de M ALEMAN(LA DOCE), SON",1975,jul,7,SON,4 a 4.9
1975-07-28,4.7,"76 km al SUROESTE de AHOME, SIN",1975,jul,7,SIN,4 a 4.9
1975-07-28,5.2,"75 km al SUROESTE de AHOME, SIN",1975,jul,7,SIN,5 a 5.9
1975-07-28,4.9,"80 km al SUROESTE de AHOME, SIN",1975,jul,7,SIN,4 a 4.9
1975-07-28,4.7,"98 km al SUROESTE de LOS MOCHIS, SIN",1975,jul,7,SIN,4 a 4.9
1975-08-01,4.8,"210 km al NORTE de MANUEL OJINAGA, CHIH",1975,ago,8,CHIH,4 a 4.9
1975-08-02,5,"136 km al NORESTE de SAN JOSE DEL CABO, BCS",1975,ago,8,BCS,5 a 5.9
1975-08-03,4.5,"70 km al SURESTE de RODOLFO SANCHEZ T(MRO), BC",1975,ago,8,BC,4 a 4.9
1975-08-13,4.7,"245 km al ESTE de CD HIDALGO, CHIS",1975,ago,8,CHIS,4 a 4.9
1975-08-19,5.6,"63 km al SUROESTE de ARRIAGA , CHIS",1975,ago,8,CHIS,5 a 5.9
1975-08-19,5.6,"142 km al SUROESTE de PINOTEPA NACIONAL, OAX",1975,ago,8,OAX,5 a 5.9
1975-08-22,5.2,"110 km al SUROESTE de MAPASTEPEC, CHIS",1975,ago,8,CHIS,5 a 5.9
1975-08-26,4.9,"116 km al SUROESTE de PIJIJIAPAN, CHIS",1975,ago,8,CHIS,4 a 4.9
1975-08-31,4.5,"184 km al SURESTE de CD HIDALGO, CHIS",1975,ago,8,CHIS,4 a 4.9
1975-09-08,4.4,"95 km al OESTE de AHOME, SIN",1975,sep,9,SIN,4 a 4.9
1975-09-08,4.1,"114 km al SUROESTE de TONALA, CHIS",1975,sep,9,CHIS,4 a 4.9
1975-09-12,4.3,"181 km al SURESTE de CD HIDALGO, CHIS",1975,sep,9,CHIS,4 a 4.9
1975-09-12,5.4,"22 km al NOROESTE de VICENTE GUERRERO, BC",1975,sep,9,BC,5 a 5.9
1975-09-12,5.1,"32 km al NOROESTE de VICENTE GUERRERO, BC",1975,sep,9,BC,5 a 5.9
1975-09-12,4.8,"52 km al SUROESTE de LAZARO CARDENAS, BC",1975,sep,9,BC,4 a 4.9
1975-09-13,4.7,"46 km al OESTE de LAZARO CARDENAS, BC",1975,sep,9,BC,4 a 4.9
1975-09-13,4.8,"55 km al SUROESTE de LAZARO CARDENAS, BC",1975,sep,9,BC,4 a 4.9
1975-09-21,5.4,"129 km al SUROESTE de PIJIJIAPAN, CHIS",1975,sep,9,CHIS,5 a 5.9
1975-09-21,4.8,"138 km al SURESTE de CD HIDALGO, CHIS",1975,sep,9,CHIS,4 a 4.9
1975-09-24,5.7,"76 km al SUROESTE de LOS MOCHIS, SIN",1975,sep,9,SIN,5 a 5.9
1975-09-26,4.5,"47 km al SURESTE de SALINA CRUZ, OAX",1975,sep,9,OAX,4 a 4.9
1975-09-27,4.4,"171 km al SUROESTE de SANTA ROSALIA, BCS",1975,sep,9,BCS,4 a 4.9
1975-09-30,4.5,"538 km al SUROESTE de LA MIRA, MICH",1975,sep,9,MICH,4 a 4.9
1975-09-30,4.4,"44 km al NORESTE de SAN MARCOS, GRO",1975,sep,9,GRO,4 a 4.9
1975-09-30,4.4,"52 km al NOROESTE de AHOME, SIN",1975,sep,9,SIN,4 a 4.9
1975-09-30,4.8,"127 km al SURESTE de CD HIDALGO, CHIS",1975,sep,9,CHIS,4 a 4.9
1975-09-30,4.3,"52 km al SURESTE de LAS MARGARITAS, CHIS",1975,sep,9,CHIS,4 a 4.9
1975-10-06,4.8,"11 km al NORESTE de CHIAPA DE CORZO, CHIS",1975,oct,10,CHIS,4 a 4.9
1975-10-06,4.7,"10 km al NOROESTE de ACALA, CHIS",1975,oct,10,CHIS,4 a 4.9
1975-10-11,5.5,"42 km al SUR de CD LAZARO CARDENAS, MICH",1975,oct,10,MICH,5 a 5.9
1975-10-15,4.7,"98 km al SUROESTE de LOS MOCHIS, SIN",1975,oct,10,SIN,4 a 4.9
1975-10-22,4.7,"350 km al SUR de CABO SAN LUCAS, BCS",1975,oct,10,BCS,4 a 4.9
1975-10-22,5.1,"37 km al SUR de PICHUCALCO, CHIS",1975,oct,10,CHIS,5 a 5.9
1975-10-22,5.1,"39 km al SUROESTE de PICHUCALCO, CHIS",1975,oct,10,CHIS,5 a 5.9
1975-10-23,4.5,"162 km al SURESTE de SALINA CRUZ, OAX",1975,oct,10,OAX,4 a 4.9
1975-10-27,4.1,"87 km al SUROESTE de TONALA, CHIS",1975,oct,10,CHIS,4 a 4.9
1975-10-28,5.7,"24 km al ESTE de ACAPULCO, GRO",1975,oct,10,GRO,5 a 5.9
1975-11-02,4.3,"345 km al SUR de CABO SAN LUCAS, BCS",1975,nov,11,BCS,4 a 4.9
1975-11-02,4.1,"323 km al SUR de CABO SAN LUCAS, BCS",1975,nov,11,BCS,4 a 4.9
1975-11-05,5.2,"18 km al NOROESTE de S CRISTOBAL LAS CASAS, CHIS",1975,nov,11,CHIS,5 a 5.9
1975-11-15,5.9,"24 km al NORTE de LAS GUACAMAYAS, MICH",1975,nov,11,MICH,5 a 5.9
1975-12-04,5,"37 km al NORESTE de UNION HIDALGO, OAX",1975,dic,12,OAX,5 a 5.9
1975-12-15,5,"142 km al SUROESTE de CD HIDALGO, CHIS",1975,dic,12,CHIS,5 a 5.9
1975-12-25,4.4,"50 km al NORESTE de TECATE, BC",1975,dic,12,BC,4 a 4.9
1976-01-01,4.7,"88 km al SUR de CD HIDALGO, CHIS",1976,ene,1,CHIS,4 a 4.9
1976-01-03,4.6,"216 km al SUROESTE de MAPASTEPEC, CHIS",1976,ene,1,CHIS,4 a 4.9
1976-01-04,5.3,"417 km al SURESTE de CD HIDALGO, CHIS",1976,ene,1,CHIS,5 a 5.9
1976-01-08,4.3,"406 km al SUROESTE de PUERTO VALLARTA, JAL",1976,ene,1,JAL,4 a 4.9
1976-01-10,4.4,"153 km al SUROESTE de CD HIDALGO, CHIS",1976,ene,1,CHIS,4 a 4.9
1976-01-16,4.5,"37 km al SUROESTE de GPE VICTORIA(KM.43), BC",1976,ene,1,BC,4 a 4.9
1976-01-18,4.5,"100 km al ESTE de CD HIDALGO, CHIS",1976,ene,1,CHIS,4 a 4.9
1976-01-18,4.7,"236 km al SUROESTE de MANZANILLO, COL",1976,ene,1,COL,4 a 4.9
1976-01-20,4.7,"128 km al SUROESTE de NAVOLATO, SIN",1976,ene,1,SIN,4 a 4.9
1976-01-20,4.5,"133 km al SUROESTE de NAVOLATO, SIN",1976,ene,1,SIN,4 a 4.9
1976-01-22,4.5,"63 km al SUR de TONALA, CHIS",1976,ene,1,CHIS,4 a 4.9
1976-01-24,4.9,"24 km al SUR de HUIXTLA, CHIS",1976,ene,1,CHIS,4 a 4.9
1976-01-25,5,"160 km al SURESTE de CD HIDALGO, CHIS",1976,ene,1,CHIS,5 a 5.9
1976-01-25,5.1,"148 km al SURESTE de CD HIDALGO, CHIS",1976,ene,1,CHIS,5 a 5.9
1976-01-26,4.8,"178 km al SURESTE de CD HIDALGO, CHIS",1976,ene,1,CHIS,4 a 4.9
1976-01-26,4.6,"185 km al SURESTE de CD HIDALGO, CHIS",1976,ene,1,CHIS,4 a 4.9
1976-01-29,4.5,"45 km al SUROESTE de MAPASTEPEC, CHIS",1976,ene,1,CHIS,4 a 4.9
1976-02-01,5.7,"21 km al NOROESTE de COYUCA DE BENITEZ, GRO",1976,feb,2,GRO,5 a 5.9
1976-02-03,4.5,"24 km al ESTE de PUERTO ESCONDIDO, OAX",1976,feb,2,OAX,4 a 4.9
1976-02-04,7.5,"319 km al ESTE de FRONTERA COMALAPA, CHIS",1976,feb,2,CHIS,7 a 7.9
1976-02-04,5.4,"173 km al ESTE de CACAHOATAN, CHIS",1976,feb,2,CHIS,5 a 5.9
1976-02-04,5,"163 km al SURESTE de CD HIDALGO, CHIS",1976,feb,2,CHIS,5 a 5.9
1976-02-04,4.7,"137 km al ESTE de CD HIDALGO, CHIS",1976,feb,2,CHIS,4 a 4.9
1976-02-04,4.3,"312 km al SURESTE de LAS MARGARITAS, CHIS",1976,feb,2,CHIS,4 a 4.9
1976-02-04,4.5,"318 km al SURESTE de LAS MARGARITAS, CHIS",1976,feb,2,CHIS,4 a 4.9
1976-02-04,4.4,"292 km al SUR de CHETUMAL, QR",1976,feb,2,QR,4 a 4.9
1976-02-04,4.4,"106 km al ESTE de CD HIDALGO, CHIS",1976,feb,2,CHIS,4 a 4.9
1976-02-04,4.3,"167 km al ESTE de CACAHOATAN, CHIS",1976,feb,2,CHIS,4 a 4.9
1976-02-05,4,"202 km al ESTE de FRONTERA COMALAPA, CHIS",1976,feb,2,CHIS,4 a 4.9
1976-02-05,4.7,"125 km al ESTE de CD HIDALGO, CHIS",1976,feb,2,CHIS,4 a 4.9
1976-02-06,5,"190 km al ESTE de CD HIDALGO, CHIS",1976,feb,2,CHIS,5 a 5.9
1976-02-06,5.7,"166 km al ESTE de CD HIDALGO, CHIS",1976,feb,2,CHIS,5 a 5.9
1976-02-06,4.3,"141 km al SURESTE de CD HIDALGO, CHIS",1976,feb,2,CHIS,4 a 4.9
1976-02-08,5.6,"325 km al SUR de CHETUMAL, QR",1976,feb,2,QR,5 a 5.9
1976-02-09,5.2,"330 km al SURESTE de LAS MARGARITAS, CHIS",1976,feb,2,CHIS,5 a 5.9
1976-02-09,5.5,"141 km al SUROESTE de TUXPAN, NAY",1976,feb,2,"NAY",5 a 5.9
1976-02-09,4.2,"149 km al ESTE de CACAHOATAN, CHIS",1976,feb,2,CHIS,4 a 4.9
1976-02-10,4.9,"253 km al ESTE de CD HIDALGO, CHIS",1976,feb,2,CHIS,4 a 4.9
1976-02-10,4.8,"41 km al SUR de ACAPULCO, GRO",1976,feb,2,GRO,4 a 4.9
1976-02-10,4.8,"29 km al NORESTE de COYUCA DE BENITEZ, GRO",1976,feb,2,GRO,4 a 4.9
1976-02-14,4.7,"303 km al SURESTE de CD HIDALGO, CHIS",1976,feb,2,CHIS,4 a 4.9
1976-02-19,5.1,"30 km al SURESTE de SALINA CRUZ, OAX",1976,feb,2,OAX,5 a 5.9
1976-02-19,4.9,"200 km al ESTE de CD HIDALGO, CHIS",1976,feb,2,CHIS,4 a 4.9
1976-02-20,5.5,"111 km al SUR de CD HIDALGO, CHIS",1976,feb,2,CHIS,5 a 5.9
1976-02-24,4.4,"193 km al SURESTE de CD HIDALGO, CHIS",1976,feb,2,CHIS,4 a 4.9
1976-03-06,5.1,"117 km al ESTE de CD HIDALGO, CHIS",1976,mar,3,CHIS,5 a 5.9
1976-03-07,4.9,"44 km al SUROESTE de CD DE ARMERIA, COL",1976,mar,3,COL,4 a 4.9
1976-03-09,5.2,"179 km al SURESTE de CD HIDALGO, CHIS",1976,mar,3,CHIS,5 a 5.9
1976-03-13,5.4,"118 km al ESTE de CD HIDALGO, CHIS",1976,mar,3,CHIS,5 a 5.9
1976-03-14,4.9,"392 km al SUROESTE de LA MIRA, MICH",1976,mar,3,MICH,4 a 4.9
1976-03-25,4.9,"52 km al NOROESTE de CINTALAPA, CHIS",1976,mar,3,CHIS,4 a 4.9
1976-03-25,5.1,"10 km al ESTE de TLAXCOAPAN, HGO",1976,mar,3,HGO,5 a 5.9
1976-03-29,4.3,"144 km al SUROESTE de TECPAN, GRO",1976,mar,3,GRO,4 a 4.9
1976-04-02,4.5,"134 km al SUROESTE de CD HIDALGO, CHIS",1976,abr,4,CHIS,4 a 4.9
1976-04-04,4.8,"481 km al SURESTE de CD HIDALGO, CHIS",1976,abr,4,CHIS,4 a 4.9
1976-04-05,4.1,"40 km al SUR de CHIAUTLA DE TAPIA, PUE",1976,abr,4,PUE,4 a 4.9
1976-04-11,4.7,"5 km al SURESTE de CD HIDALGO, CHIS",1976,abr,4,CHIS,4 a 4.9
1976-04-13,5.3,"89 km al SUROESTE de CIHUATLAN, JAL",1976,abr,4,JAL,5 a 5.9
1976-04-14,4.2,"25 km al NORTE de MEXICALI, BC",1976,abr,4,BC,4 a 4.9
1976-04-14,4,"24 km al NORTE de MEXICALI, BC",1976,abr,4,BC,4 a 4.9
1976-04-17,4.3,"152 km al SURESTE de SALINA CRUZ, OAX",1976,abr,4,OAX,4 a 4.9
1976-04-20,4.7,"70 km al SUROESTE de M ALEMAN(LA DOCE), SON",1976,abr,4,SON,4 a 4.9
1976-04-25,4.3,"302 km al SURESTE de CD HIDALGO, CHIS",1976,abr,4,CHIS,4 a 4.9
1976-04-26,4.1,"275 km al ESTE de CACAHOATAN, CHIS",1976,abr,4,CHIS,4 a 4.9
1976-04-26,4.8,"36 km al SURESTE de MINATITLAN, VER",1976,abr,4,VER,4 a 4.9
1976-04-27,4.7,"148 km al SURESTE de CD HIDALGO, CHIS",1976,abr,4,CHIS,4 a 4.9
1976-04-27,4.9,"50 km al SUROESTE de SAN MARCOS, GRO",1976,abr,4,GRO,4 a 4.9
1976-04-27,4.8,"182 km al SURESTE de CD HIDALGO, CHIS",1976,abr,4,CHIS,4 a 4.9
1976-04-27,4,"371 km al SURESTE de CHETUMAL, QR",1976,abr,4,QR,4 a 4.9
1976-05-04,5.3,"526 km al SURESTE de CD HIDALGO, CHIS",1976,may,5,CHIS,5 a 5.9
1976-05-12,4.7,"221 km al SUROESTE de MAPASTEPEC, CHIS",1976,may,5,CHIS,4 a 4.9
1976-05-15,4.4,"117 km al SURESTE de CD HIDALGO, CHIS",1976,may,5,CHIS,4 a 4.9
1976-05-20,4.6,"50 km al SUROESTE de MAPASTEPEC, CHIS",1976,may,5,CHIS,4 a 4.9
1976-05-20,4.6,"96 km al SUROESTE de AHOME, SIN",1976,may,5,SIN,4 a 4.9
1976-05-25,4.3,"110 km al SUR de MANZANILLO, COL",1976,may,5,COL,4 a 4.9
1976-05-26,4.1,"219 km al SUROESTE de CIHUATLAN, JAL",1976,may,5,JAL,4 a 4.9
1976-05-31,4.6,"128 km al SUROESTE de PIJIJIAPAN, CHIS",1976,may,5,CHIS,4 a 4.9
1976-05-31,5.1,"23 km al NOROESTE de HUETAMO, MICH",1976,may,5,MICH,5 a 5.9
1976-06-07,6.5,"21 km al NOROESTE de TECPAN, GRO",1976,jun,6,GRO,6 a 6.9
1976-06-11,4.6,"277 km al SURESTE de CD HIDALGO, CHIS",1976,jun,6,CHIS,4 a 4.9
1976-06-14,5,"50 km al SUR de SALINA CRUZ, OAX",1976,jun,6,OAX,5 a 5.9
1976-06-15,4.5,"330 km al SURESTE de CD HIDALGO, CHIS",1976,jun,6,CHIS,4 a 4.9
1976-06-18,4.5,"102 km al SUROESTE de CD HIDALGO, CHIS",1976,jun,6,CHIS,4 a 4.9
1976-06-20,4.2,"335 km al SURESTE de CD HIDALGO, CHIS",1976,jun,6,CHIS,4 a 4.9
1976-06-22,4.9,"235 km al SURESTE de CD HIDALGO, CHIS",1976,jun,6,CHIS,4 a 4.9
1976-06-22,4.5,"18 km al SUROESTE de TECPAN, GRO",1976,jun,6,GRO,4 a 4.9
1976-06-22,5,"29 km al SUR de ZIHUATANEJO, GRO",1976,jun,6,GRO,5 a 5.9
1976-06-27,4.3,"341 km al SURESTE de CD HIDALGO, CHIS",1976,jun,6,CHIS,4 a 4.9
1976-06-28,4.8,"154 km al SURESTE de CD HIDALGO, CHIS",1976,jun,6,CHIS,4 a 4.9
1976-07-01,5.2,"346 km al SUR de CABO SAN LUCAS, BCS",1976,jul,7,BCS,5 a 5.9
1976-07-14,4.6,"309 km al SUR de CHETUMAL, QR",1976,jul,7,QR,4 a 4.9
1976-07-17,5.2,"36 km al SUR de CIHUATLAN, JAL",1976,jul,7,JAL,5 a 5.9
1976-07-19,4.5,"63 km al SUR de PUERTO PEÑASCO, SON",1976,jul,7,SON,4 a 4.9
1976-07-22,4.6,"22 km al SURESTE de CACAHOATAN, CHIS",1976,jul,7,CHIS,4 a 4.9
1976-07-31,4.8,"95 km al SUROESTE de HUATABAMPO, SON",1976,jul,7,SON,4 a 4.9
1976-08-03,4.2,"125 km al SURESTE de CD HIDALGO, CHIS",1976,ago,8,CHIS,4 a 4.9
1976-08-08,4.8,"108 km al SURESTE de CD HIDALGO, CHIS",1976,ago,8,CHIS,4 a 4.9
1976-08-09,4.2,"44 km al OESTE de H GUAYMAS, SON",1976,ago,8,SON,4 a 4.9
